result_id,analysis_id,analysis,analysis_status,method_family,method_id,method,observations,tap_count,collocation,prior_active,noise_percent,metric_group,quantity,metric,region,value,unit,reference,value_type,phase_convention,verification,source,notes
MP-0410,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,amp_ratio,near-wake,0.9997801193904149,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0411,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,corr,near-wake,0.9999758327901721,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0412,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,phase_deg,near-wake,0.06515064692350976,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0413,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,n,far-wake,16393,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0414,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,rel_L2,far-wake,0.005595857552085995,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0415,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,amp_ratio,far-wake,0.9987583647133436,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0416,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,corr,far-wake,0.9999884019585417,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0417,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,phase_deg,far-wake,0.14734011436540054,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0418,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,n,far-core,12460,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0419,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,rel_L2,far-core,0.005388283182847069,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0420,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,amp_ratio,far-core,0.9988140121437287,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0421,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,corr,far-core,0.9999895064533598,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0422,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,phase_deg,far-core,0.1480052477274558,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0423,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,n,other,6298,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0424,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,rel_L2,other,0.198100615848264,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0425,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,amp_ratio,other,0.9987205588786894,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0426,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,corr,other,0.9806191254196372,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0427,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,phase_deg,other,1.3329789103194063,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0428,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,n,whole-domain,51654,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0429,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,rel_L2,whole-domain,0.009886067237738888,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0430,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,amp_ratio,whole-domain,0.9988959850512018,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0431,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,corr,whole-domain,0.999953787816969,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0432,A01,Measurement information,complete,ModalPINN,dense_observations,Dense observations + physics,"5000 dense u,v,p samples",,uniform,False,,v1_mode,v,phase_deg,whole-domain,0.11739313976216759,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,Representational ceiling only; dense run uses a different optimizer budget.
MP-0433,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,u,rel_L2,near-cylinder,0.06901976466178894,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0434,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,v,rel_L2,near-cylinder,0.14286431670188904,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0435,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,p,rel_L2,near-cylinder,0.08502314984798431,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0436,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,u,rel_L2,near-wake,0.29225000739097595,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0437,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,v,rel_L2,near-wake,1.0818753242492676,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0438,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,p,rel_L2,near-wake,0.6500864028930664,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0439,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,u,rel_L2,far-wake,0.5480369329452515,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0440,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,v,rel_L2,far-wake,1.0355051755905151,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0441,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,p,rel_L2,far-wake,2.504743814468384,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0442,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,u,rel_L2,far-core,0.6313831210136414,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0443,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,v,rel_L2,far-core,1.0138248205184937,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0444,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,p,rel_L2,far-core,2.0009260177612305,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0445,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,u,rel_L2,other,0.07508361339569092,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0446,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,v,rel_L2,other,0.17537271976470947,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0447,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,p,rel_L2,other,0.30188801884651184,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0448,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,u,rel_L2,whole-domain,0.38466066122055054,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0449,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,v,rel_L2,whole-domain,0.8278552293777466,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0450,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,field,p,rel_L2,whole-domain,0.605472981929779,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0451,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,n,near-cylinder,13715,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0452,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,rel_L2,near-cylinder,0.7945251197241162,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0453,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,amp_ratio,near-cylinder,0.3066118548942567,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0454,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,corr,near-cylinder,0.8201384318794989,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0455,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,phase_deg,near-cylinder,-23.060368875521437,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0456,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,n,near-wake,15248,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0457,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,rel_L2,near-wake,1.035604507245047,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0458,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,amp_ratio,near-wake,0.13122838476609103,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0459,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,corr,near-wake,0.3462010470495232,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0460,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,phase_deg,near-wake,127.45394104756735,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0461,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,n,far-wake,16393,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0462,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,rel_L2,far-wake,0.9946944747785285,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0463,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,amp_ratio,far-wake,0.08572913251368047,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0464,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,corr,far-wake,0.13683469320995092,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0465,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,phase_deg,far-wake,-40.15218249461722,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0466,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,n,far-core,12460,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0467,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,rel_L2,far-core,0.9942656977931674,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0468,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,amp_ratio,far-core,0.0758927687345873,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0469,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,corr,far-core,0.15605609660103806,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0470,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,phase_deg,far-core,-43.452718586762934,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0471,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,n,other,6298,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0472,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,rel_L2,other,2.629865743839027,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0473,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,amp_ratio,other,2.5488018101057595,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0474,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,corr,other,0.24637968181759523,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0475,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,phase_deg,other,-62.48634263630295,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0476,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,n,whole-domain,51654,count,region node count,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0477,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,rel_L2,whole-domain,1.0064151531391878,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0478,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,amp_ratio,whole-domain,0.11433658673053144,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0479,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,corr,whole-domain,0.04344600294789222,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0480,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_8_taps,Pressure only + physics (8 taps),cylinder pressure,8,uniform,False,,v1_mode,v,phase_deg,whole-domain,88.83845737986894,degrees,ideal phase 0 deg,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 8 cylinder pressure taps.
MP-0481,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_16_taps,Pressure only + physics (16 taps),cylinder pressure,16,uniform,False,,field,u,rel_L2,near-cylinder,0.053224727511405945,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 16 cylinder pressure taps.
MP-0482,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_16_taps,Pressure only + physics (16 taps),cylinder pressure,16,uniform,False,,field,v,rel_L2,near-cylinder,0.11401001363992691,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 16 cylinder pressure taps.
MP-0483,A02,Pressure-tap count,complete,ModalPINN,pressure_only_physics_16_taps,Pressure only + physics (16 taps),cylinder pressure,16,uniform,False,,field,p,rel_L2,near-cylinder,0.01895841769874096,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a02_tap_count_summary.csv,Pressure-only + physics; 16 cylinder pressure taps.
